#MPI_Ssend		
#size[kB]	bandwidth[Mb/s]	bandwidth[Mb/s]
5431	457.365417	314.336945
5432	449.281799	279.81427
5433	439.492706	272.862366
5434	463.027313	262.141937
5435	438.077728	252.167999
5436	445.136475	291.348755
5437	465.684509	282.807495
5438	439.160217	305.02005
5439	230.293976	302.128326
5440	189.957382	286.657227
5441	297.386627	271.242706
5442	235.904755	256.520386
5443	236.916306	263.322357
5444	181.87355	256.731964
5445	257.009033	260.547333
5446	172.375534	237.674988
5447	218.684402	233.534225
5448	122.254227	257.045471
5449	107.89727	220.33725
5450	125.482117	219.675858
5451	152.539841	211.31871
5452	218.084045	223.496704
5453	226.972336	264.036804
5454	213.623856	335.521179
5455	118.013405	335.373627
5456	139.711166	239.62146
5457	211.345062	238.375534
5458	223.82753	209.65126
5459	233.633255	255.648926
5460	223.619293	229.694931
5461	288.699127	235.394379
5462	450.379333	242.85997
5463	462.481018	238.497025
5464	270.36261	191.942749
5465	333.470795	200.671799
5466	420.07312	207.595398
5467	457.430267	218.441391
5468	451.266083	250.881195
5469	441.769592	209.896637
5470	456.019714	238.277527
5471	451.179321	236.40387
5472	438.454956	208.883316
5473	450.915588	242.997864
5474	440.795197	235.79335
5475	209.887833	212.78125
5476	228.965164	231.304108
5477	295.161499	246.494492
5478	299.419373	214.812836
5479	275.906799	231.095749
5480	286.002411	209.378098
5481	265.120178	237.541733
5482	298.05603	237.356384
5483	293.966309	282.979706
5484	291.342438	297.753174
5485	300.273315	294.439148
5486	216.288193	233.073059
5487	227.675674	234.810577
5488	122.48539	206.440918
5489	127.351204	188.777634
5490	180.191986	209.118042
5491	239.35054	200.836472
5492	240.208466	238.395355
5493	266.591278	212.82254
5494	440.701416	214.834305
5495	211.660355	205.611572
5496	286.671661	202.156082
5497	456.172852	236.337433
5498	459.326324	221.222946
5499	459.64032	204.453094
5500	451.062866	192.22963
5501	245.934418	196.817047
5502	280.604248	170.053604
5503	239.104416	186.133072
5504	123.830757	204.652725
5505	224.800583	267.336823
5506	232.650787	230.729141
5507	260.784241	241.693344
5508	426.964722	199.497314
5509	451.890839	248.706833
5510	441.794006	213.847672
5511	425.914948	227.465927
5512	455.28772	236.676666
5513	446.172302	247.594345
5514	428.701599	194.222321
5515	459.688171	238.466507
5516	456.605499	258.057007
5517	456.696228	268.060608
5518	438.971771	293.436981
5519	463.193512	216.563202
5520	452.867889	246.723221
5521	233.397461	242.797226
5522	178.379883	279.368591
5523	234.325211	271.068726
5524	111.90831	284.504242
5525	157.023148	204.571136
5526	215.218613	230.409424
5527	226.772156	209.212692
5528	223.257141	235.871429
5529	226.2341	221.894287
5530	233.774551	225.848999
5531	206.544357	208.980896
5532	220.851639	286.829742
5533	218.905258	259.844177
5534	271.392548	250.661926
5535	233.423279	199.68454
5536	133.052139	245.264801
5537	221.24147	238.184662
5538	233.531631	225.680695
5539	219.309586	231.777359
5540	368.860535	269.04953
5541	218.662888	263.572235
5542	231.448669	244.456787
5543	171.386536	263.75061
5544	235.18895	242.425705
5545	294.114227	261.962677
5546	237.279007	247.279968
5547	133.046173	285.302795
5548	223.362061	248.821915
5549	232.982101	254.894836
5550	107.723656	218.158905
5551	127.58902	259.029572
5552	211.079041	257.292633
5553	225.746902	276.561035
5554	207.909897	243.535599
5555	217.847168	278.973053
5556	226.160614	324.182068
5557	287.888916	325.998108
5558	216.961014	325.235016
5559	140.688736	273.10556
5560	125.748795	275.903168
5561	155.738052	312.396362
5562	210.34584	316.833099
5563	226.48317	332.860474
5564	213.998657	282.286713
5565	221.902802	262.413788
5566	274.892334	298.210449
5567	443.746613	283.643768
5568	447.597717	245.727478
5569	432.984436	239.245926
5570	447.665192	211.547867
5571	448.956604	299.353119
5572	229.692886	242.384552
5573	307.494659	252.87323
5574	437.005676	260.251282
5575	452.726746	262.716431
5576	439.717316	229.105545
5577	454.163696	257.285126
5578	449.609894	234.165436
5579	452.765228	226.852646
5580	232.644012	243.793228
5581	275.026398	226.557632
5582	426.500702	221.787216
5583	451.456726	219.756134
5584	442.852875	188.027313
5585	443.862244	201.834198
5586	446.957397	197.509018
5587	439.206207	198.822464
5588	456.688782	182.624664
5589	450.455536	180.851913
5590	437.969666	193.036148
5591	445.789368	204.593079
5592	288.792053	188.478394
5593	267.643646	199.899979
5594	284.665009	188.500519
5595	447.144409	189.196808
5596	445.598145	192.741318
5597	445.710022	184.367538
5598	313.823944	189.649033
5599	202.970001	176.664383
5600	235.813568	206.247787
5601	442.69046	208.116608
5602	439.36264	189.435638
5603	446.765167	206.108047
5604	431.977173	180.527023
5605	438.671051	201.309525
5606	445.013092	238.806625
5607	438.567871	179.061829
5608	442.392212	207.796463
5609	448.068726	197.044846
5610	444.582672	204.401779
5611	226.664764	213.667786
5612	224.091507	197.836136
5613	278.96051	204.716782
5614	286.709625	206.628677
5615	290.021149	207.545822
5616	276.999634	193.080475
5617	273.747681	204.145096
5618	281.438354	200.509796
5619	180.232147	178.334183
5620	169.979507	185.410446
5621	344.038635	189.173126
5622	445.104584	232.290009
5623	438.22876	190.10051
5624	415.301788	211.979004
5625	278.445923	168.503723
5626	280.117004	184.90184
5627	436.46225	179.251617
5628	434.442566	136.182236
5629	428.152954	140.503693
5630	435.874298	153.433914
5631	253.860992	159.605774
5632	303.341858	153.719925
5633	428.947662	144.324356
5634	448.5383	144.410828
5635	409.511017	149.451172
5636	440.35611	154.91835
5637	444.81015	148.39241
5638	423.64621	155.409561
5639	430.554321	153.233795
5640	435.459656	150.98558
5641	429.523132	157.664963
5642	428.864349	142.117111
5643	427.316528	154.568176
5644	443.55246	158.734909
5645	425.88739	136.791428
5646	440.633118	149.467606
5647	442.950531	156.05188
5648	441.404053	155.50737
5649	431.252655	154.614746
5650	439.623413	160.443115
5651	439.425354	144.875839
5652	447.547577	158.211288
5653	446.194855	164.042328
5654	231.049591	155.190048
5655	224.421539	153.516754
5656	279.660583	136.82814
5657	285.548004	157.149628
5658	245.950287	162.206375
5659	274.499939	150.752228
5660	435.478333	149.547485
5661	228.560287	153.548157
5662	300.147064	160.110779
5663	444.496094	114.508522
5664	227.585037	134.475494
5665	270.180817	162.868439
5666	420.517426	151.180145
5667	445.829041	158.280396
5668	431.003937	120.838799
5669	430.626129	138.161346
5670	446.131958	151.981781
5671	425.46402	148.435669
5672	434.903168	149.841919
5673	441.818451	158.013412
5674	426.057739	139.105499
5675	421.294098	154.616257
5676	222.366165	155.986816
5677	186.419724	144.812378
5678	242.292831	137.933655
5679	286.176331	154.210297
5680	217.397766	151.869247
5681	176.987167	166.192657
5682	258.028656	155.516449
5683	257.946533	162.616165
5684	279.011078	139.734329
5685	251.711533	207.162689
5686	245.084396	238.45787
5687	302.413971	245.901794
5688	271.511353	244.828857
5689	221.580856	257.135498
5690	271.327148	230.74707
5691	222.013199	249.507233
5692	215.819107	222.460663
5693	207.965042	163.632263
5694	192.915619	163.473785
5695	271.403534	173.366531
5696	177.602554	187.070648
5697	215.999023	187.152863
5698	185.061844	186.763596
5699	243.521454	168.258087
5700	166.621475	149.184708
5701	212.350876	165.494385
5702	217.101685	162.188889
5703	286.315521	163.596848
5704	445.049683	171.075455
5705	220.999283	184.45845
5706	129.49115	166.076767
5707	102.279053	199.242874
5708	94.227951	221.853638
5709	120.527664	232.817383
5710	109.984093	291.353058
5711	78.172783	273.248352
5712	111.979126	282.094482
5713	193.263748	234.652939
5714	154.543396	270.898895
5715	130.378754	253.282471
5716	158.675079	274.097443
5717	120.56105	244.699951
5718	167.61644	256.999207
5719	117.145218	247.946732
5720	124.725189	257.541046
5721	151.25531	282.947479
5722	209.380188	269.912842
5723	221.665024	195.200455
5724	194.113907	258.432861
5725	224.418549	266.721832
5726	214.652206	285.390137
5727	223.160187	283.145905
5728	261.976379	282.275543
5729	260.900635	267.625519
5730	252.82045	160.032959
5731	283.777374	187.950943
5732	173.639435	171.661316
5733	168.370712	182.214874
5734	225.209473	178.026672
5735	281.530457	180.601944
5736	171.486465	179.519073
5737	245.297974	183.805313
5738	172.347641	159.002991
5739	137.996964	196.154892
5740	123.183449	179.05954
5741	113.459381	175.461685
5742	110.622375	198.672363
5743	205.437851	174.62561
5744	213.324249	177.569839
5745	208.35025	201.124786
5746	330.782043	217.13118
5747	437.397034	281.046814
5748	431.38739	275.782288
5749	407.393951	263.035858
5750	436.449768	258.042145
5751	436.85321	247.41835
5752	429.134186	199.349167
5753	226.167618	163.683197
5754	277.020874	178.712204
5755	283.56131	175.702118
5756	268.755798	185.472443
5757	278.533997	291.989929
5758	428.157318	283.687866
5759	438.288879	190.632309
5760	435.616272	150.068771
5761	423.309509	219.570343
5762	438.19043	177.124786
5763	429.393951	217.160553
5764	425.129272	244.384506
5765	419.584076	265.915009
5766	417.93576	269.420227
5767	228.041779	284.70462
5768	326.20697	270.749603
5769	438.981537	228.266251
5770	215.858536	257.454102
5771	125.273453	266.914886
5772	100.797295	214.638336
5773	215.959946	264.189392
5774	104.278397	237.613556
5775	82.225273	229.223709
5776	198.835312	231.651108
5777	218.728027	278.690369
5778	334.83313	205.413086
5779	439.727112	209.224182
5780	436.19046	236.055618
5781	426.548431	240.057236
5782	438.30777	256.414337
5783	431.953827	236.27536
5784	219.633575	247.537003
5785	302.60733	248.185867
5786	434.438049	242.895309
5787	221.299545	245.783279
5788	292.966339	274.091827
5789	417.806702	256.320709
5790	436.138306	238.327789
5791	419.039124	269.932831
5792	436.017029	270.081451
5793	214.216965	230.398819
5794	179.976257	232.1465
5795	210.257935	227.312149
5796	112.281967	256.980896
5797	218.69751	270.448456
5798	103.869125	252.540359
5799	115.188301	258.311096
5800	202.892197	286.516479
5801	208.195633	225.22142
5802	211.423767	234.73912
5803	214.380661	275.279327
5804	275.372192	263.473511
5805	227.025009	224.885864
5806	238.68483	200.333572
5807	178.789337	242.518387
5808	224.097198	230.264114
5809	281.501862	229.951828
5810	430.130981	179.794662
5811	210.786392	185.614853
5812	302.543213	175.952179
5813	412.385834	198.614151
5814	422.598297	272.296844
5815	421.693848	192.49176
5816	426.80777	244.795105
5817	423.018646	279.010162
5818	225.156128	297.900696
5819	183.112	269.575439
5820	267.62381	279.384186
5821	165.860535	286.137268
5822	218.510529	283.117706
5823	305.00592	197.964523
5824	429.791046	181.472916
5825	435.139465	196.930817
5826	422.89975	292.812958
5827	434.426239	283.853241
5828	436.526398	287.506073
5829	224.181335	250.020355
5830	271.084503	230.579315
5831	431.783722	211.332687
5832	434.508392	147.84346
5833	427.006012	162.413177
5834	214.91507	155.487198
5835	272.435028	155.48201
5836	424.664398	162.705429
5837	426.411835	158.913071
5838	418.569702	148.674011
5839	431.361877	155.111496
5840	221.596222	168.619904
5841	126.818047	260.332855
5842	100.738403	300.655914
5843	80.679321	263.807831
5844	70.94268	275.508545
5845	69.056305	274.827271
5846	69.484985	281.603943
5847	69.451851	251.223999
5848	69.012985	168.345963
5849	69.629753	155.106689
5850	68.708511	159.88298
5851	68.991631	156.206985
5852	69.086479	158.621292
5853	68.891998	128.557205
5854	69.008942	256.06955
5855	69.31472	190.388718
5856	68.97979	186.390625
5857	68.753334	204.584854
5858	69.310387	249.728409
5859	69.009598	218.860275
5860	68.696945	208.966843
5861	69.004303	164.200226
5862	69.349991	192.642502
5863	69.0989	190.440369
5864	69.165199	175.909195
5865	73.465126	186.519409
5866	69.609344	170.839844
5867	70.517944	169.214462
5868	69.643341	163.557693
5869	69.110527	189.817245
5870	69.05838	184.674393
5871	69.000557	177.981064
5872	69.414009	175.603821
5873	68.538048	162.573868
5874	69.045334	148.50708
5875	68.9459	142.517853
5876	69.058029	154.630859
5877	69.237984	182.168869
5878	69.0205	161.449478
5879	69.099068	174.978104
5880	68.56002	171.014328
5881	68.712929	154.005249
5882	69.328903	187.311981
5883	68.718079	183.151886
5884	68.943352	169.376404
5885	69.647209	176.171112
5886	68.515388	171.159317
5887	68.557999	151.214676
5888	69.147102	197.548431
5889	69.004189	164.269363
5890	68.912933	177.415024
5891	97.304657	180.38446
5892	80.563286	169.04422
5893	70.094894	173.788818
5894	69.175667	169.334778
5895	69.191826	178.117767
5896	70.614105	168.679565
5897	71.964127	167.658997
5898	72.102791	183.640839
5899	76.936905	157.055771
5900	193.843079	160.589401
5901	214.508255	174.624054
5902	266.981567	173.254623
5903	386.128296	189.492233
5904	398.479828	189.391266
5905	386.420868	161.242874
5906	401.660919	151.487625
5907	397.109375	180.831451
5908	221.517075	178.253937
5909	278.023956	173.004059
5910	218.909973	182.92572
5911	249.676926	168.537399
5912	402.66156	147.642838
5913	377.353149	204.368408
5914	361.390625	178.34053
5915	211.91153	184.606628
5916	122.677193	181.87561
5917	99.592667	183.073135
5918	97.52018	154.26091
5919	149.20137	142.596405
5920	202.976746	166.503235
5921	212.970459	151.023773
5922	291.672913	177.332413
5923	391.675323	180.583176
5924	372.634094	170.906158
5925	385.482849	139.671341
5926	387.825989	169.942673
5927	377.116516	163.863281
5928	382.839539	173.147079
5929	371.122742	184.540527
5930	218.481216	161.551224
5931	282.629578	147.409195
5932	211.290375	165.448196
5933	173.958832	162.971268
5934	213.205505	182.908981
5935	293.534027	164.763336
5936	207.161041	144.947815
5937	197.983566	161.397369
5938	119.731979	174.280212
5939	106.089531	171.459305
5940	77.671577	188.560486
5941	118.121292	180.089371
5942	173.339478	179.020172
5943	177.440628	226.565292
5944	182.681824	273.056213
5945	183.188782	231.639755
5946	182.622971	283.737061
5947	180.396286	257.015747
5948	281.338531	291.989929
5949	318.633484	197.734009
5950	290.386353	169.251251
5951	298.690125	149.629181
5952	247.708588	150.094086
5953	246.606812	260.485229
5954	297.176727	273.935211
5955	261.81427	237.386612
5956	291.011932	268.841522
5957	244.438263	144.544189
5958	289.671387	162.398636
5959	288.305969	149.203354
5960	287.880524	150.156342
5961	180.697449	184.312653
5962	259.609772	199.7164
5963	255.211029	200.507874
5964	179.677597	223.017639
5965	238.083099	271.53244
5966	258.310303	238.133453
5967	253.613281	192.541458
5968	246.302338	137.828613
5969	267.009399	149.605423
5970	276.030487	153.306335
5971	251.950256	153.31662
5972	288.584656	157.699493
5973	296.566589	122.992363
5974	315.922089	262.966797
5975	308.334991	264.700012
5976	290.844696	253.948029
5977	312.014954	203.789017
5978	249.300354	205.380386
5979	230.533691	214.504822
5980	218.282806	185.987289
5981	222.468185	241.429184
5982	236.668152	287.200439
5983	219.662476	277.747772
5984	242.175491	286.163879
5985	208.096603	271.387939
5986	231.100204	290.997803
5987	225.976624	276.250702
5988	241.259583	155.740509
5989	245.892792	151.035202
5990	243.474106	198.275101
5991	239.858521	222.126663
5992	254.474762	220.174011
5993	244.819748	180.346268
5994	239.289597	188.20163
5995	225.57132	165.545074
5996	238.187378	178.294388
5997	232.887177	193.707794
5998	233.71788	226.609665
5999	242.488068	149.358505
6000	246.930389	149.663605

