#MPI_Send				
#size[kB]	latency[ms]	bandwidth[Mb/s]	latency mavg	b mavg
579	40.473938	116.269447	31.6989493	158.82028055
580	36.046829	130.549133	31.2632933	160.41512195
581	34.473236	136.508286	31.8840489	158.7429002
582	31.546818	149.171387	31.68624005	159.62773445
583	43.355354	108.54213	31.08851695	164.1786515
584	33.570232	140.180206	31.00286175	164.7550633
585	34.753647	135.406876	30.9096445	165.63102385
586	34.562222	136.156815	31.4603216	164.3231087
587	44.776581	105.096962	31.4591947	164.7533188
588	44.519356	105.704193	30.98049385	166.6002262
589	33.395416	140.914017	30.72411375	167.6615223
590	23.351824	201.520981	30.5672206	168.8782215
591	19.88324	236.675827	30.9220043	167.01302755
592	19.920055	236.238434	31.52627045	162.99941825
593	21.017887	223.898911	32.587759	157.26285665
594	19.817884	237.456329	33.41342755	152.7290256
595	30.110765	156.285706	34.2314025	147.7666042
596	27.874231	168.825546	34.5254738	146.89827
597	30.003422	156.844864	34.91633715	145.46146125
598	30.526049	154.159561	35.16103755	144.7830692
599	31.760818	148.166275	35.6508131	143.2752483
600	48.461941	97.104698	36.80692825	140.42206915
601	30.517059	154.204971	37.15548745	140.07677305
602	19.592356	240.189728	37.0563745	141.1277565
603	41.64225	120.070366	37.12777885	141.01145475
604	31.705887	157.699417	36.83694155	141.9862049
605	45.767189	109.248573	36.3094285	145.91842155
606	34.539684	144.761017	35.1692691	151.34259795
607	35.202564	142.03511	35.0575105	151.84340435
608	39.391754	126.930115	35.02101685	151.99376675
609	30.257553	165.248001	34.11442285	157.4065025
610	30.447498	164.217102	33.65416695	161.0192131
611	31.968563	156.403641	33.3095515	163.4217308
612	41.149826	121.507202	33.59704195	162.2296188
613	37.531258	133.22229	33.7082814	161.91799885
614	36.177383	138.207901	32.91223075	166.8254711
615	35.992191	138.919022	32.1836176	171.48640785
616	35.691498	140.089371	31.4336451	176.4493351
617	34.89743	143.277023	30.76923295	180.60395925
618	40.32156	124.003143	30.09896385	185.0723171
619	54.883121	91.102692	29.2164202	189.89961585
620	55.433125	90.198776	27.8871301	194.17924
621	28.5348	175.22464	27.0990739	195.9709747
622	21.020443	237.863693	27.5619402	194.2658859
623	35.825504	139.565369	27.5952982	194.66851195
624	21.155626	236.34375	26.90054895	199.84985805
625	22.964001	217.732101	26.88941805	200.7717216
626	32.304512	154.777145	27.31615155	198.3510826
627	34.472691	145.042358	27.7402631	197.15029755
628	21.259874	235.18483	27.68870575	197.8722931
629	21.052435	237.502213	27.72642865	198.2263725
630	23.555189	212.267456	27.9234636	197.0208587
631	37.718372	132.561401	28.41418445	194.3987899
632	43.374615	115.274803	27.61676585	200.019992
633	21.610245	231.371735	26.56533845	206.1897464
634	21.60512	231.426636	26.5620125	206.99908705
635	20.992741	238.177567	27.2483365	202.97529555
636	22.403255	223.181854	27.9026793	198.8912356
637	21.492048	232.64418	28.1251128	197.6631503
638	22.670687	220.549118	28.1620305	198.0265254
639	28.297319	176.695175	28.12143315	199.19861405
640	39.672001	126.03347	27.8538605	201.98541215
641	37.792126	141.122864	26.9787908	207.71167595
642	21.687603	245.916214	26.23793845	212.26231145
643	21.930519	243.192291	26.29230505	211.67527915
644	20.933008	254.781021	26.6218457	208.86539145
645	31.498671	169.319321	27.43630505	203.29052495
646	40.786743	130.761444	27.17740465	204.95601565
647	33.441544	159.482269	26.2344942	210.5786597
648	22.014332	242.266418	26.74424035	208.7156432
649	24.993134	213.391937	27.27669025	204.7664214
650	33.369606	159.82608	27.98102315	200.92047035
651	21.77	244.985443	28.67471935	198.57367815
652	22.346067	238.669891	30.3189357	191.203556
653	21.543726	247.558548	31.50216185	185.06582865
654	35.3316	150.950806	32.08934225	180.69895625
655	34.079597	156.496368	31.45193885	184.95942985
656	26.851925	198.620148	30.8941222	188.7676269
657	22.230402	239.911682	30.74783245	189.982035
658	21.85874	243.990891	30.75755915	189.87797465
659	22.945866	232.431137	31.6309523	184.45925135
660	22.170607	240.558746	31.75594235	183.31753995
661	22.975079	232.135574	32.0371451	180.88377075
662	22.774935	234.175568	33.08281485	175.35299875
663	28.521332	186.994537	34.17897125	169.6101761
664	37.222195	143.283691	34.8904184	166.9437813
665	26.320663	202.629135	34.71139865	168.27243275
666	21.928534	243.214325	34.52718705	170.7628548
667	43.636467	122.221939	35.10747465	167.12220235
668	32.66333	163.281982	34.9495586	168.0695885
669	39.079792	136.472916	34.75373855	169.84443975
670	47.24353	112.890236	33.96463745	175.28438345
671	54.654327	97.583	32.82404965	181.33424495
672	46.01059	115.915344	31.27604035	188.51353155
673	33.287334	160.2211	30.14204355	194.96406865
674	22.583532	236.160278	29.6209919	199.448008
675	22.923264	232.660309	29.70020495	199.4621033
676	23.92613	222.90831	29.67109915	200.6177895
677	22.424936	237.830475	30.3527212	197.07953955
678	39.326603	135.616425	31.46525295	191.58332945
679	25.445667	209.596909	31.66166885	191.4078671
680	27.794662	191.883362	31.5732359	192.9951832
681	43.888474	121.520134	31.3660249	195.4817318
682	44.698063	119.319115	30.881116	197.7623146
683	42.750275	133.666641	30.79970235	198.43011055
684	33.6418	169.85672	30.6261029	199.0208813
685	22.636431	252.437576	30.0816484	203.0854191
686	33.534286	170.401276	30.1357839	202.5092671
687	40.478146	141.169662	29.6385084	206.1015011
688	28.746929	198.779007	28.82895465	210.80706675
689	23.29777	245.27179	28.6523086	212.19968605
690	24.431774	233.887466	28.74235925	211.31968725
691	23.694141	241.168732	28.71947355	211.54295615
692	23.330654	244.926086	28.74855205	211.25407295
693	22.866301	249.899887	28.76401265	211.09389
694	24.167793	236.442184	28.84778015	210.2409115
695	22.341148	255.774033	29.5071872	206.0672337
696	37.558571	152.143311	30.53081945	199.9519482
697	44.675571	127.906273	29.96950895	203.1950924
698	43.254921	132.107178	29.2963163	205.95385055
699	23.677008	241.343231	29.02988085	206.8819168
700	23.650442	241.614334	30.73599495	199.75796965
701	34.190296	167.13179	32.72109105	192.1871761
702	43.06979	132.675034	33.0134443	190.9667789
703	39.278286	145.482056	32.8256334	191.60060075
704	22.75271	251.147476	32.8599691	191.47561065
705	23.719141	240.914536	33.7614621	185.9240306
706	23.588776	242.245956	34.57395515	181.02670085
707	24.287071	235.280975	35.87875535	174.66494245
708	25.214008	226.631393	37.35078735	168.2187133
709	25.098783	227.671814	37.9430481	164.5968116
710	23.97406	238.352844	38.37070975	161.70347815
711	24.275711	235.391068	39.46259285	156.02254285
712	23.639866	241.722427	40.89616465	149.6492064
713	24.541651	232.840317	43.23482145	141.93290735
714	37.355934	152.968628	44.84588475	135.71154885
715	42.813793	133.468323	45.13256115	135.2038958
716	26.332361	217.006195	45.89285605	133.8337187
717	31.211718	183.081436	47.68378845	127.93412995
718	37.926212	150.668503	49.0598492	124.01889595
719	57.79929	98.864288	50.0735501	121.77225935
720	63.352364	90.198463	49.8320933	122.63783135
721	40.037361	142.723846	48.84263235	125.19104145
722	39.313572	145.351471	49.0957566	124.8773185
723	39.965	142.982254	49.2617629	124.82685995
724	40.78257	140.115875	49.32453965	125.1422866
725	39.969002	142.967941	48.55433805	130.2606071
726	49.68478	115.010788	47.74127215	136.09080045
727	53.727711	106.356392	47.13579445	138.5289627
728	37.059223	154.193359	45.94980915	143.4648174
729	33.652016	169.805145	45.928971	144.1523014
730	45.811722	124.734138	46.0707133	144.0950054
731	52.947147	107.924339	45.88978125	145.1507805
732	70.413002	87.396446	44.98809365	148.56758005
733	56.762917	108.413147	43.517097	151.70371705
734	43.089462	142.815567	42.85400435	153.3562729
735	58.019691	106.064781	42.77068165	153.64354785
736	62.151009	99.01442	41.78384255	156.37763715
737	58.732933	104.776756	40.8125876	158.628455
738	58.20023	105.735771	39.94230295	160.8348839
739	52.970154	116.175728	39.07666475	163.07344095
740	43.563145	141.262665	38.50785295	164.6621857
741	45.099846	136.449387	38.6055607	164.35895085
742	42.633698	144.3423	38.9416336	163.4740452
743	41.220535	149.290787	39.7093452	161.56307455
744	25.378538	242.482285	40.655834	159.2139252
745	23.707684	259.571808	41.64766815	153.89487155
746	37.575226	163.774033	42.5514487	148.28028415
747	30.008005	205.073486	42.7615523	147.45664215
748	36.64246	167.943039	43.2809938	144.81971055
749	36.486862	168.659225	43.9446365	142.5868454
750	42.193081	145.84964	44.66845435	140.19142115
751	34.913395	176.26033	45.47984235	138.1657635
752	40.993069	150.119186	46.46601845	134.98432925
753	43.501064	141.464264	47.41745695	132.6047089
754	41.423008	148.561066	48.8279926	129.822176
755	38.282909	160.746567	49.4772312	128.04942245
756	42.72591	144.030777	49.6156826	127.50728985
757	41.32724	148.905334	49.6389414	127.42972865
758	40.887466	150.506912	49.8002407	126.89063565
759	41.593918	147.950623	50.76145555	124.4839607
760	45.5173	135.197968	51.1035137	123.43910405
761	51.821304	118.751274	51.48700255	122.46430085
762	57.98793	106.122887	52.3466839	120.98508105
763	60.150311	102.3078	53.0977181	119.8934028
764	45.215221	136.101212	53.7089865	119.0293346
765	41.783295	147.28006	53.570172	119.47451125
766	41.777298	147.301193	54.24033455	117.686003
767	40.396835	152.334854	55.71201995	114.6417964
768	49.915314	123.285736	56.80218985	111.9718566
769	50.963219	120.75074	56.438365	113.62517235
770	58.420841	105.336487	56.05175455	115.2981502
771	54.636917	112.631645	55.43440415	117.26608995
772	60.021839	102.526779	55.01918315	118.8288818
773	71.711777	85.813606	55.07962915	119.1464298
774	54.40778	113.105995	54.7053787	120.0456936
775	41.051937	149.903915	55.2636396	119.47378735
776	43.191086	142.479553	56.18843095	117.576339
777	44.553226	138.123474	57.1937015	115.7185822
778	60.111763	102.373413	58.52589775	113.49424365
779	48.435081	127.05349	58.91351755	113.2873459
780	53.187077	115.701904	60.19288805	111.4378071
781	69.014931	89.166878	60.9470672	110.5352387
782	73.008614	84.289322	60.6455619	111.369175
783	72.375679	85.026436	60.2740653	112.2376618
784	42.438931	145.004745	59.8479266	113.20667155
785	55.186546	111.509895	60.9099341	111.1910157
786	71.211006	86.417061	61.23720655	111.01520625
787	62.200233	98.936058	61.0581401	111.62315605
788	42.638817	156.352051	60.4004781	113.472556
789	43.23101	154.210297	60.5854085	112.8485623
790	46.073833	144.695282	61.00856565	111.58622935
791	46.332497	143.887482	61.2018497	111.0262066
792	61.230759	108.877739	61.4285083	110.38504065
793	64.226768	103.798882	61.5142417	110.2367462
794	65.572998	101.66787	61.722845	109.9201797
795	59.547764	111.954948	61.95574905	109.583023
796	63.296497	105.324417	61.97512235	109.5468345
797	71.197151	93.636703	62.4395894	108.87287745
798	67.864159	98.235458	62.14878625	109.2893566
799	74.022491	90.062714	61.3007245	110.925996
800	68.27066	97.650536	59.91440405	113.62289385
801	62.984825	105.845604	58.8726045	115.7675765
802	65.578682	101.659058	58.7059091	116.06336355
803	63.852905	104.406631	59.51181655	115.06053645
804	63.679081	104.691628	60.6155256	113.71946285
805	61.731995	107.993706	60.4038923	114.0921721
806	67.629677	98.576057	59.47770555	116.40706125
807	49.046993	135.924057	58.1833757	119.4636138
808	46.337425	143.872177	57.355352	122.9280776
809	51.694153	128.963638	56.41948955	127.80294105
810	49.939514	133.494827	55.2386769	133.22649225
811	50.865669	131.064163	54.54130545	135.8130462
812	62.945427	105.91185	55.2076507	134.45254665
813	68.398834	97.467552	54.56118865	135.82146375
814	70.231079	94.924736	54.28646295	136.24713935
815	59.93523	111.231178	52.7848383	139.7930687
816	72.585838	91.845276	52.2663683	140.95657235
817	65.381088	101.966286	51.53907665	142.10747375
818	50.902924	130.968246	49.6801102	148.82875325
819	46.296082	144.000671	48.7952225	152.31893805
820	47.434669	140.544189	48.73397275	152.514629
821	59.650917	111.761345	48.51510645	153.2290341
822	81.696831	81.602516	47.93455625	154.5796418
823	85.927086	77.585159	46.4809151	156.83376055
824	59.446415	112.145813	43.56345665	165.04146855
825	43.20826	154.291489	42.5242158	168.0559972
826	41.74308	159.707108	42.505198	168.12451065
827	32.486519	205.213333	42.63240235	167.66579025
828	27.620176	241.369446	43.14281475	165.2124814
829	28.0779	237.434662	43.13796095	165.25504805
830	35.992085	185.225906	43.93317045	160.9621579
831	64.192574	103.854172	44.6965749	158.20363665
832	50.016186	133.290192	44.2634717	159.0136342
833	62.90432	105.981064	43.7778834	160.6195157
834	40.198586	165.843323	43.0164002	162.3122975
835	49.56583	134.501251	43.46270355	161.4224507
836	58.040005	114.863304	44.16382565	160.4159955
837	28.201759	236.391876	44.6061522	160.10944565
838	33.20517	200.771942	46.47869595	153.8286454
839	45.071087	147.91449	47.7676146	149.95509615
840	43.057343	154.832291	47.1795647	153.47607545
841	48.039913	138.773499	46.77533305	156.1321782
842	52.624008	126.684891	46.12848285	159.5526547
843	27.577917	241.739319	45.2580828	163.54429285
844	38.661598	172.436386	45.6150455	161.93157845
845	42.827904	155.661758	45.46307485	163.517902
846	44.287167	150.5327	45.13214355	165.77744335
847	42.694767	156.147156	44.860967	167.60753365
848	27.5231	242.220779	44.65742885	169.21495245
849	43.98209	151.576859	45.07136935	167.260812
850	51.260174	130.055481	44.7018013	169.6199062
851	55.53051	120.054123	44.51466085	170.76983675
852	40.30442	165.407822	43.8782715	173.2627666
853	47.674656	139.8367	43.99673635	173.5136943
854	49.124653	148.046387	43.72016755	175.15043215
855	63.588272	114.372147	43.4813566	175.9476436
856	66.886536	108.732307	42.55457475	178.30040315
857	65.652634	110.775871	41.8167623	179.8393173
858	58.983543	123.300957	41.2890443	180.90030175
859	33.310089	218.334076	40.9498798	181.7014343
860	34.97271	207.954346	42.09737105	177.2482376
861	35.102909	207.183029	43.50465405	172.6117012
862	35.216007	206.517654	45.1839759	167.54647635
863	34.717171	209.485031	47.204503	162.02891005
864	35.622185	204.162857	49.66773085	155.88460465
865	36.209278	200.852585	51.9777532	150.1206646
866	38.863636	187.134506	53.9495628	144.885149
867	38.624004	188.295532	56.12296275	139.94515075
868	35.80191	203.13797	58.13314475	135.1434307
869	36.590729	198.758743	60.49079895	129.37007025
870	47.517365	153.054092	62.6767124	123.96009825
871	42.802723	169.91272	64.31633985	120.8353077
872	42.673717	170.426376	65.788463	117.3730362
873	42.14328	172.571457	66.64717635	114.9277176
874	44.348434	163.990616	67.55411625	112.33139155
875	45.052635	161.427338	68.4250994	110.0189835
876	52.130287	139.51059	69.4264002	107.5352612
877	55.098274	131.99556	70.33683075	105.72950785
878	52.200253	139.323608	70.5773995	105.19947625
879	56.259914	129.270142	71.3789324	103.56279185
880	63.11837	115.223618	72.22379575	102.06990245
881	68.689346	105.878532	72.11282165	102.279871
882	75.626549	96.166328	71.78739555	102.8339913
883	83.981728	86.598923	71.17604035	103.76131445
884	81.822632	88.884056	70.68079535	104.34027675
885	75.64547	96.142273	70.6918591	104.3282906
886	82.331635	88.334541	70.9178906	104.05721365
887	78.827644	92.261131	70.8001713	104.1872338
888	82.954994	87.670761	70.8524346	104.1268643
889	80.308998	90.559303	70.5380082	104.48642165
890	80.309914	90.558281	70.0221898	105.15380865
891	72.245186	100.66729	69.4290532	105.9385514
892	59.847984	121.520004	68.91079415	106.7816632
893	60.282078	120.644936	68.82340935	106.96443335
894	61.768097	117.742455	69.1115912	106.43801465
895	65.078651	111.752892	69.12054505	106.4209961
896	70.338898	103.395523	69.24828515	106.2099266
897	59.909649	121.394928	68.97303945	106.64888075
898	68.230911	106.58992	69.63035735	105.55663565
899	73.157181	99.412354	69.9216072	105.13743475
900	60.898888	119.422989	70.17750165	104.81243855
901	62.180824	116.960938	70.2550895	104.66406895
902	63.399445	114.712791	70.79619785	103.79713815
903	74.076828	98.178169	71.6369571	102.594791
904	82.043907	88.644333	71.8126205	102.37251625
905	80.1661	90.720734	70.61516645	104.1996586
906	79.977249	90.934944	69.5236614	105.8971035
907	79.87291	91.053741	68.4263628	107.61656955
908	76.666466	94.861908	68.16504955	107.93531845
909	69.99263	103.907043	68.3748533	107.68919225
910	68.447182	106.253136	68.7994627	107.12704665
911	61.880005	117.529526	69.4671354	106.2597878
912	58.100288	125.175407	70.32807975	105.4402722
913	66.045715	110.116562	71.6429098	103.92101335
914	61.947174	117.402084	72.6389738	103.068134
915	67.633453	107.531502	73.80447485	101.88971605
916	64.833984	112.174606	74.5834471	101.3200879
917	73.056007	99.550026	75.6261584	100.3794442
918	74.055908	98.205902	76.302769	100.02150925
919	78.27507	92.91243	76.8386184	99.8297032
920	62.450645	116.455597	77.10560985	99.96791805
921	73.002991	99.622322	77.35545845	100.07566685
922	80.21463	90.665848	76.94580955	101.26643645
923	77.590096	93.732674	76.45641785	102.41280025
924	58.094826	125.18718	76.7169338	102.55706025
925	58.335999	124.669632	78.3467327	100.7082916
926	58.031277	125.324265	79.8007522	99.0506111
927	74.646645	97.428719	81.2308473	97.4015663
928	80.862541	89.939384	81.61437085	97.3893871
929	78.484818	92.664131	81.98770345	97.420932
930	81.800636	88.907959	82.74933785	97.0558716
931	79.098892	101.139214	83.37331095	96.8531506
932	84.396889	94.79023	84.2021409	95.976989
933	85.966995	93.058975	83.9235318	96.31202815
934	85.257195	93.833725	83.1465863	97.33863185
935	83.212898	96.138939	82.85880665	97.6782906
936	85.68821	93.361732	82.5885117	98.01226965
937	86.588219	92.391327	81.22657665	100.18769655
938	84.772896	94.369781	79.9911259	102.03233765
939	83.614899	95.676727	78.75138515	103.98295185
940	67.447617	118.610573	77.62180445	105.7539907
